card_id|card_title|level|monster_type|description|attack|defence|magic|attributes|skills|image|last_update_datetime
20250926-00178-c42084cd|Sanxingdui Bladesman|0|Metal|[Human]|2|5|0.5|{}|[{"name":"Emerald Slash","energy_cost":1,"effect":"[Attack Skill] This attack gains ATK +7."}]|pictures/san_soldier.png|2025-09-26 21:30:39
20251003-00193-6db55e69|Verdant Vine|0|Wood|[Plantfolk]|2|2|1.5|{"responsive_attribute":"Once per turn, when an opponent monster activates an effect or skill: negate that activation."}|[{"name":"Phantom Hand","energy_cost":2,"effect":"This card enters [Clairsense] state. While in this state, when the opponent uses a Prophecy that targets one of our monsters: negate it and add that card to our hand."}]|pictures/verdant.png|2025-10-03 21:28:18
20251003-00194-f8ad6a45|Blossom Warden|0|Wood|[Plantfolk]|0|4|1|{"normal_attribute":"Monsters immediately to this card’s left and right gain DEF +3.","responsive_attribute":"When Mana on our field increases or decreases: all our monsters gain DEF +2 until the end of the opponent’s next turn (does not stack)."}|[{"name":"Bloom Burst","energy_cost":1,"effect":"Choose 1 monster on the field; it gains DEF +3. Then destroy 1 opponent Set (face-down) monster."}]|pictures/blossom_protector.png|2025-10-03 22:39:07
20251003-00191-eed3aefa|Princess Purpurea|2|Poison|[Plantfolk]|8|7|1|{}|[{"name":"Degrade Mist","energy_cost":0,"effect":"Flip 1 opponent face-up monster face-down (Set it)."},{"name":"Amethyst Burst","energy_cost":3,"effect":"Opponent loses Faith equal to 5 × (the number of cards they control + 1)."}]|pictures/paralysia.png|2025-10-04 09:12:38
20251026-00196-ecfc9fc2|Storm Drake|0|Wind|[Dragon]|2|4|0|{"normal_attribute":"Cannot be chosen as the attack target by its opposed monster; unaffected by effects of the opposed Prophecy.","responsive_attribute":"When any card returns to a hand: this card gains +1 Mana."}|[{"name":"Wind Shift","energy_cost":0,"effect":"Move 1 of our face-up cards to another position slot."},{"name":"Wind Tunnel","energy_cost":1,"effect":"If this card has no opposed monster or opposed Prophecy: inflict 10 damage to the opponent."}]|pictures/wind_dragon2.png|2025-10-26 17:02:42
20251028-00212-775afa25|Great Rocfolk|0|Wind|[Birdfolk]|2|3|1|{"normal_attribute":"Monsters adjacent to this card (including opponent’s) gain DEF +2. For each adjacent monster (including opponent’s), this card gains DEF +5.","responsive_attribute":"When a monster returns to a hand or deck: this card gains that monster’s Mana."}|[]|pictures/big_birdman.png|2025-10-28 20:18:24
20251028-00209-b85cd384|South Wind God: Avian|2|Wind|[Birdfolk]|6|8|1|{"responsive_attribute":"If this card would be destroyed by an effect: reduce our Faith by 10 and negate that destruction."}|[{"name":"Phoenix Rush","energy_cost":0,"effect":"Return all cards in a vertical column (both players) to their owners’ hands."},{"name":"Gale Spiral","energy_cost":1,"effect":"Return 1 opponent card to their hand. The opponent may pay Faith −5 to negate this effect."}]|pictures/avian.png|2025-10-28 21:59:38
20251026-00197-bb7b9032|East Wind God: Free Dragon|1|Wind|[Dragon]|5|11|0|{"normal_attribute":"To Normal Summon: return all our field cards to the deck top.","responsive_attribute":"If it has not moved this our turn: must move it to another monster slot, else destroy itself."}|[{"name":"Gust","energy_cost":0,"effect":"Move 1 opponent card to another position slot."},{"name":"Wind Assault","energy_cost":1,"effect":"[Attack Skill] ATK +10 when battling its opposed monster."},{"name":"Headwind","energy_cost":2,"effect":"[Direct summon] or activate 1 card that was returned to a hand or deck this turn."}]|pictures/windgod_dragon.png|2025-11-01 10:41:02
20251026-00195-4ea62c2f|Cyclone Wyrmling|0|Wind|[Dragon]|4|10|0|{"normal_attribute":"Cannot be Normal Summoned; Return 1 of our monsters to hand, then you may [Direct Summon] this card from hand . Opponent non-opposed monsters battling this card get ATK −5 for that battle.","responsive_attribute":"At the end of our turn: return 2 of our cards to our hand, otherwise destroy this card."}|[]|pictures/wind_dragon.png|2025-11-01 10:43:17
20251026-00203-6160312a|Winged Antfolk|0|Wind|[Insectfolk]|5|0|0.5|{"normal_attribute":"During the Monster Phase: return this card to our hand and discard 1 card; then you may immediately perform 1 Additional Summon of another monster.","responsive_attribute":"(Once per turn) After this card attacks its opposed monster: it may attack one more time this turn."}|[{"name":"Ant Rush","energy_cost":0,"effect":"[Attack Skill] This attack gains ATK +8; we take any battle damage from this battle."}]|pictures/flyant.png|2025-11-01 10:56:10
20251028-00210-291875fa|Siren Bird|0|Wind|[Birdfolk]|4|1|0.5|{"normal_attribute":"Once per turn, this card may move to an adjacent monster slot. When battling its opposed monster: this card gains DEF +3 for that battle."}|[{"name":"X Slash","energy_cost":0,"effect":"[Attack Skill] Discard 1 card; this attack gains ATK +3 and may simultaneously attack two diagonal monsters."},{"name":"War Song","energy_cost":2,"effect":"All our monsters gain ATK +3 this turn. After each instance of battle damage we deal this turn: also inflict 5 effect damage."}]|pictures/beauty_bird.png|2025-11-01 10:58:27
20251026-00204-2f78d8f3|West Wind God: Seraph Insect|1|Wind|[Insect]|0|5|2|{"normal_attribute":"DEF+ (number our hand × 3)."}|[{"name":"Wind Transit","energy_cost":0,"effect":"Return 1 monster we control to our hand. If this card is still on the field at the start of our next turn: [Direct Summon] that returned monster."},{"name":"Wind Blessing","energy_cost":1,"effect":"This card enters [Reincarnate] state: if destroyed during the opponent’s turn, add it to our hand instead."}]|pictures/windgod_insect.png|2025-11-01 11:02:41
20251108-00219-5786300f|North Wind God: Sky Carrier|1|Wind|[Machine]|5|6|0|{"normal_attribute":"Monsters that moved positions this turn may make 1 additional attack and use 1 additional skill this turn.","responsive_attribute":"When any card returns to a hand: you may move 1 card on the field to an adjacent slot."}|[{"name":"Airstrike","energy_cost":1,"effect":"Move 1 monster we control to another slot; we lose 5 Faith; during its next attack this turn, it may attack the opponent directly."},{"name":"Airdrop","energy_cost":0,"effect":"Return 1 face-up card we control to our hand; then 1 monster we control gains +1 Mana."}]|pictures/windgod_carrier.png|2025-11-08 12:41:13
20251107-00217-99c902ab|Stealth Bomb Dragon|0|Wind|[Machine]|1|7|0.5|{"responsive_attribute":"When this card returns from the field to the hand: place [Bomb] marks on all of our monster slots until the end of the opponent’s turn. When a monster in a marked slot is attacked, that Bomb detonates; when we are attacked directly, all Bombs detonate. After detonation, remove the mark; each detonation causes the opponent to lose 10 Faith."}|[{"name":"Missile","energy_cost":0,"effect":"Choose 1 monster slot. At the end of the opponent’s turn, destroy the monster in that slot and the monster in its opposed slot (if any)."}]|pictures/boomer.png|2025-11-08 12:44:59
20251101-00216-a7627447|Twin Turbine|0|Wind|[Machine]|2|2|1|{"normal_attribute":"While this card is on the field: both players’ direct battle damage is increased by 2.","responsive_attribute":"When we deal or take effect damage: choose 1 monster on the field; grant it a non-stacking [Windfield Shield] buff (DEF +2 until the end of the opponent’s turn)."}|[{"name":"Wind Boost","energy_cost":0,"effect":"Choose 1 monster on the field; it gains ATK +5 this turn."}]|pictures/helicopter2.png|2025-11-08 12:45:28
20251026-00205-a17dadde|Windwing Butterfly|0|Wind|[Insectfolk]|1|3|1|{"responsive_attribute":"When a face-up card returns to a hand: if it was a monster, choose 1 opponent’s monster; it gets DEF −10 this turn. If it was a Prophecy, the opponent loses 10 Faith."}|[{"name":"Butterfly Waltz","energy_cost":0,"effect":"Swap positions with 1 monster on the field (control does not change)."},{"name":"Pollen","energy_cost":0,"effect":"Give all opponent monsters a [Pollen] mark. When a marked monster is destroyed by battle: opponent loses 5 Faith."}]|pictures/windwing.png|2025-11-08 12:52:07
20250914-00028-b9ff4830|Young Warrior|0|Metal|[Human] A high-spirited young warrior.|4|6|0|{}|[]|pictures/young_fighter.png|2025-11-08 14:06:28
20250914-00006-470840aa|Lobster Knight|1|Water|[Merfolk]|6|5|0|{"normal_attribute":"This card also gains the highest ATK buff currently on the field."}|[{"name":"Line Shock","energy_cost":0,"effect":"Faith -5; destroy 1 Set Prophecy on the opponent’s field; then gain 1 Mana and distribute it freely among our cards."},{"name":"Lunge","energy_cost":1,"effect":"[Attack Skill] If this card’s ATK exceeds the sum of two enemy monsters’ DEF, destroy both and calculate battle damage seperately."}]|pictures/lobster.png|2025-11-08 16:27:55
20250914-00008-80c87abd|Crab Knight|1|Fire|[Merfolk]|5|6|0|{"responsive_attribute":"When this card receives Mana: either gain DEF +3 until the end of the opponent’s turn, or discard 1 card to gain ATK +3 until end of turn."}|[{"name":"Crab Gift","energy_cost":0,"effect":"Faith -5; draw 2 cards, discard 1 card."},{"name":"Flame Crab","energy_cost":3,"effect":"ATK +5 until end of turn; battle damage is doubled."}]|pictures/krebs.png|2025-11-08 16:28:32
20250914-00007-7feb8c9a|Dragon Princess|2|Water|[Merfolk] Shrewd and battle-wise; a future dragon queen.|10|8|1|{"normal_attribute":"(Once per turn) Negate one attack or one effect that targets this card."}|[]|pictures/dragon_princess.png|2025-11-08 16:28:55
20250914-00009-99e71c42|Prophet Lady|0|Water|[Merfolk] Expert at risk and reward.|1|8|0|{"responsive_attribute":"When something is triggered by drawing: look at 1 Set card or 1 card in the opponent’s hand."}|[]|pictures/prophecy.png|2025-11-08 16:42:57
20251109-00230-ba84cc39|Horn Goblin|0|Earth|[Beastfolk]|1|0|0|{}|[{"name":"Call","energy_cost":0,"effect":"[Direct Summon] 1 Level 0 [Beast] or [Beastfolk] monster from your deck to your field face-up."}]|pictures/horn_goblin.png|2025-11-09 16:41:13
20251109-00232-f21f421b|Treasure Dragon|0|Metal|[Dragon]|3|5|1|{}|[{"name":"Dragon Orb","energy_cost":0,"effect":"Remove 1 Mana from among cards we control; destroy 1 Prophecy; then search your deck for 1 card, add it to your hand, then shuffle."}]|pictures/treasure_dragon.png|2025-11-09 18:00:48
20251109-00236-4afb5844|Sunblossom|1|Light|[Plantfolk]|0|11|0|{"normal_attribute":"Enters the field with 1 Mana. While it has 0 Mana, its DEF becomes 0.","responsive_attribute":"After we take or deal effect damage: this card gains +1 Mana and may absorb 1 Mana from another card we control."}|[{"name":"Cast Light","energy_cost":1,"effect":"1 of our monsters gains +1 Mana."},{"name":"Beam","energy_cost":3,"effect":"[Attack Skill] Make an attack with ATK = 15."}]|pictures/sunflower.png|2025-11-09 21:29:36
20251109-00237-4d64a96a|Thunder Stag Beetle|0|Thunder|[Insectfolk]|2|6|0|{"normal_attribute":"After this card attacks, it cannot use skills this turn; after it uses a skill, it cannot attack this turn.","responsive_attribute":"When we deal effect damage: opponent loses 3 Faith."}|[{"name":"Thunder Shield","energy_cost":1,"effect":"1 of our monsters gains DEF +3 until the end of the opponent’s turn; if it is not destroyed by battle by then, opponent loses 2 Faith."}]|pictures/thunder_jia.png|2025-11-09 21:56:53
20251109-00238-9d912f34|Firefly Lass|0|Light|[Insectfolk]|3|5|0.5|{"normal_attribute":"While this card has any Mana, it gains DEF +2."}|[{"name":"Glimmer","energy_cost":0,"effect":"Faith +3."}]|pictures/firefly.png|2025-11-09 22:04:44
20251108-00226-ed04544f|Snow Maiden: Jiu|1|Ice|[Onifolk] Her song can only be heard in snowy mountains.|9|5|0|{"normal_attribute":"When this card uses a skill, it may spend Mana from our other monsters."}|[{"name":"Snowblast","energy_cost":1,"effect":"Destroy 1 opponent Set (face-down) monster."}]|pictures/ninetail.png|2025-11-09 22:09:28
20251108-00225-f796eae0|Rhino Chariot|0|Rock|[Rockfolk] Limbs can convert into wheels.|5|8|0.5|{"normal_attribute":"After this card is summoned: we lose 7 Faith.","responsive_attribute":"When this card declares an attack: it gains ATK +2 for that attack."}|[]|pictures/rhino_car.png|2025-11-09 22:09:33
20251108-00221-1f0136ac|Quilboar Warrior|0|Fire|[Beastfolk] A star fighter among orcs—both strong and sturdy.|6|4|0|{}|[]|pictures/quilboar.png|2025-11-09 22:09:40
20251108-00222-89520111|Elephant Spirit|0|Void|[Spirit] Born with a blessed shield.|1|7|1|{"normal_attribute":"DEF +5."}|[]|pictures/little_elephant.png|2025-11-09 22:09:56
20251109-00237-4d64a96a|Thunder Stag Beetle|0|Thunder|[Insectfolk]|2|6|0|{"normal_attribute":"After this card attacks, it cannot use skills this turn; after it uses a skill, it cannot attack this turn.","responsive_attribute":"When we deal effect damage: opponent loses 3 Faith."}|[{"name":"Thunder Shield","energy_cost":1,"effect":"Choose 1 monster we control; it gains DEF +3 until the end of the opponent’s turn. (If it is not destroyed by battle by then) opponent loses 2 Faith."}]|pictures/thunder_jia.png|2025-11-29 11:17:00
20251109-00236-4afb5844|Sunblossom Maiden|1|Light|[Plantfolk]|0|11|0|{"normal_attribute":"On summon, this card gains +1 Mana. While it has 0 Mana, its DEF becomes 0.","responsive_attribute":"After we take or deal effect damage: this card gains +1 Mana and may absorb 1 Mana from another card we control."}|[{"name":"Cast Light","energy_cost":1,"effect":"1 of our monsters gains +1 Mana."},{"name":"Beam","energy_cost":3,"effect":"[Attack Skill] Make an attack with ATK = 15."}]|pictures/sunflower.png|2025-11-29 11:17:21
20251120-00240-9b417d85|Poplar Sword Adept|0|Wood|[Plantfolk]|1|4|0.5|{"responsive_attribute":"When a monster we control is destroyed by an effect: opponent loses 5 Faith."}|[{"name":"Wood Dance","energy_cost":0,"effect":"[Attack Skill] This card gains +1 Mana."},{"name":"Green Cleave","energy_cost":2,"effect":"[Attack Skill] This attack gains ATK +8; if the target opponent’s monster has Mana, it gains +5 more."}]|pictures/yang_tree.png|2025-11-29 11:18:00
20251120-00241-61fd2e48|Turfling|0|Wood|[Plant]|1|4|1|{"normal_attribute":"During the Monster Phase, this card may move left or right once. If the destination slot has a monster, place this card stacked beneath it. While stacked: merge Mana pools; this card cannot be chosen as a target of attacks or effects; when this card later moves out, it may take any amount of the stack’s Mana with it."}|[{"name":"Forage","energy_cost":1,"effect":"Guess the top card of our deck. If correct, this card gains +3 Mana. Then place that card in the discard or on the bottom of the deck."}]|pictures/grass_monster.png|2025-11-29 11:18:07
20251209-00253-adf6d99c|Necromancer Goblin|0|Dark|[Beastfolk]|2|6|0.5|{}|[{"name":"Raise Corpse","energy_cost":0,"effect":"[Direct Summon] 1 monster from our discard to our field face-up; that monster cannot use skills this turn and its base ATK/DEF become 0. When this card leaves the field, destroy that monster."},{"name":"Blood Rite","energy_cost":0,"effect":"Destroy 1 other monster we control (not this card); opponent loses 10 Faith."}]|pictures/necro_goblin.png|2025-12-09 09:00:57
20251209-00251-babe64aa|Blue Goblin|0|Earth|[Beastfolk]|2|2|1.5|{"responsive_attribute":"When this card is destroyed by battle: during our next turn, we gain 1 Additional Summon."}|[{"name":"Call","energy_cost":1,"effect":"Draw 2 cards; if any of them are Prophecies, discard 1 Prophecy from your hand."}]|pictures/blue_goblin.png|2025-12-09 09:03:02
20251209-00252-d526191d|Lalinfier|0|Light|[Demon Spirit]|4|4|0.5|{"responsive_attribute":"When this card spends Mana: our Faith increases by the amount of Mana spent."}|[{"name":"Hammerblade","energy_cost":2,"effect":"[Attack Skill] Destroy the attack target; no battle damage is dealt for that battle."}]|pictures/lalinfier.png|2025-12-10 20:53:1720251210-00259-3b2c7f5f
20251210-00258-70a38d4b|Savage Orange Dragon|0|Fire|[Dragon]|9|6|0|{"normal_attribute":"Can be Normal Summoned only if a monster we controlled was destroyed last turn. After it is Summoned, our Faith −5.","responsive_attribute":"When this card inflicts battle damage to the opponent: we take the same amount of battle damage."}|[]|pictures/orange_dragon.png|2025-12-10 15:27:43
20251210-00260-64f6945e|Ancient Dragon|0|Light|[Dragon] An ancient, learned dragon.|5|3|0.5|{"normal_attribute":"This card may reduce its ATK by 3 to attack the opponent directly this turn."}|[{"name":"Dragon Light","energy_cost":0,"effect":"[Focus] Destroy 1 opponent monster with DEF < 5."}]|pictures/ancient_dragon.png|2025-12-10 15:27:48
20250926-00172-93a49c3e|Redrock Wyrmling|0|Rock|[Dragon]|2|13|0|{"normal_attribute":"To Normal Summon this card: first destroy 1 of our Set (face-down) Prophecies and discard 1 card from our hand.","responsive_attribute":"At the end of our turn: our Faith −5."}|[]|pictures/redrock_dragon.png|2025-12-10 15:32:59
20251210-00259-3b2c7f5f|Four-Wing Demon Dragon|1|Dark|[Dragon]|7|7|1|{"normal_attribute":"Destroy 1 card we control; if that card has the same name as the top card of our deck, we may Normal Summon this card. If the opponent controls no face-up monsters, this card may attack directly.","responsive_attribute":"When we take battle damage: our Faith −5; this card’s ATK and DEF are doubled until the end of our next turn."}|[{"name":"Purple Flame","energy_cost":0,"effect":"Destroy 1 opponent monster with ATK < 5."}]|pictures/purple_dragon.png|2025-12-10 15:25:02
20251211-00271-31937f9c|Mirror Automaton|0|Metal|[Machine]|2|6|0.5|{"responsive_attribute":"When we take effect damage: this card gains +1 Mana."}|[{"name":"Mirror Blade","energy_cost":1,"effect":"Opponent loses 7 Faith."}]|pictures/mirrobot.png|2025-12-11 20:53:26
20251211-00265-707953b3|Ace Wraith Rider|0|Ice|[Oni]|0|1|2|{"responsive_attribute":"When this card destroys an opponent’s monster by battle: it gains +1 Mana."}|[{"name":"Ice Thrust","energy_cost":1,"effect":"[Attack Skill] This attack gains ATK +10. If the attack is negated, destroy 1 opponent Prophecy."}]|pictures/ice_ace.png|2025-12-11 22:25:37
20251211-00267-e88f1153|Dual Yin-Yang Shield|0|Dark|[Spirit]|0|2|2|{"normal_attribute":"DEF +5.","responsive_attribute":"When this card is attacked: DEF +5 until end of turn."}|[{"name":"Dual Ward","energy_cost":2,"effect":"Choose 1 monster we control; it gains DEF +10 until the end of the opponent’s turn."}]|pictures/yingyang_shield.png|2025-12-11 22:25:41
20251211-00270-db7cd693|Tri-Mirror Fiend|0|Rock|[Stonefolk]|0|3|1.5|{"normal_attribute":"DEF +3.","responsive_attribute":"When we draw cards: for each card drawn, opponent loses 3 Faith."}|[]|pictures/triangle_monster.png|2025-12-11 22:25:45
20251211-00273-e2fdb31d|Four-Sign Pyromancer|0|Fire|[Demon Spirit]|0|4|1|{"normal_attribute":"While this card is on the field, opponent monsters require +1 Mana to use skills. When this card attacks a monster with [Null] buff, this card gains ATK +4 for that battle.","responsive_attribute":"(Once per turn) When the opponent activates a Prophecy: discard 1 Set card and 1 card from our hand; negate that Prophecy."}|[{"name":"Null Fire","energy_cost":1,"effect":"Give 1 opponent monster a [Null] buff: it loses its Normal and Responsive Attributes."}]|pictures/four_fire.png|2025-12-11 22:25:48
20251212-00275-356f743b|Fivefold Fiend|0|Dark|[Undead]|0|5|1|{"responsive_attribute":"When this card is destroyed: choose 1 card from the deck or discard and place it on top of our deck."}|[{"name":"Five Scan","energy_cost":1,"effect":"Faith −5; look at up to 5 cards total among the opponent’s field, hand, and the top of their deck."}]|pictures/five_heads.png|2025-12-13 12:47:48
20251213-00277-267ee686|Six Venom Saint|0|Poison|[Elf]|0|6|0.5|{"responsive_attribute":"When we deal effect damage greater than 1: this card gains ATK +6 (stacks)."}|[{"name":"Venom","energy_cost":0,"effect":"Both players lose 3 Faith."}]|pictures/six_drug.png|2025-12-18 20:46:23
20251213-00278-f60d7f00|Sevenstar Angel|0|Thunder|[Angel]|0|7|0.5|{"normal_attribute":"When this card attacks a monster that has an [Equipment] or [Buff]: this card gains ATK +7 for that battle."}|[{"name":"Sevenstar Guard","energy_cost":1,"effect":"Choose 1 monster on the field; grant it [Thunder Shield]: when attacked by a non-[Thunder] monster, it gains DEF +7 for that battle."}]|pictures/seven_angle.png|2025-12-18 20:46:29
20251215-00285-56815154|Ten-Hand Adjudicator|1|Metal|[Machine]|0|10|1|{"normal_attribute":"While this card remains on the field, our hand size limit is increased by 5."}|[{"name":"Draw","energy_cost":0,"effect":"Draw 1 card. You may lose 10 Faith to draw 2 more cards."}]|pictures/ten_judge.png|2025-12-18 20:47:36
20251217-00287-745785a1|Prince Jack|1|Ice|[Human]|11|4|1|{"normal_attribute":"Monsters battling this card calculate DEF −5 for that battle."}|[{"name":"Ice Bolt","energy_cost":0,"effect":"[Attack Skill] Destroy 1 Prophecy we control; this attack gains ATK +10."}]|pictures/j.png|2025-12-18 20:47:49
20251217-00288-0355770a|Queen Quin|1|Light|[Human]|3|12|1|{"responsive_attribute":"(Up to twice per turn) When one of our monsters is attacked: that monster gains DEF +5 until the end of this battle."}|[{"name":"Light Ward","energy_cost":0,"effect":"Randomly discard 1 card; grant 1 of our monsters [Light Ward] until the end of the opponent’s turn: the opponent must attack a monster with this buff first; that monster can negate 1 attack."}]|pictures/q.png|2025-12-18 20:47:54
20251217-00289-5b989a59|King Kendi|1|Water|[Human]|5|13|1|{"normal_attribute":"While this card is on the field, opponent monsters cannot use skills."}|[{"name":"Flow","energy_cost":0,"effect":"[Direct Summon] from our discard 1 monster that was destroyed by an effect during the previous turn."}]|pictures/k.png|2025-12-18 20:48:01
20251217-00293-0aaaef9b|Joker|2|Wood|[Undead]|9|9|0|{"normal_attribute":"This card deals battle damage. It can only be destroyed by battle if attacked by a monster whose DEF is greater than this card’s DEF; it can only destroy by battle a monster whose ATK is lower than this card’s ATK."}|[{"name":"Wild Card","energy_cost":0,"effect":"Swap this card with 1 card in our discard."}]|pictures/joker.png|2025-12-18 20:48:05
20250926-00180-b603a6de|Yesha|1|Dark|[Human]|15|0|0|{}|[]|pictures/yesha.png|2025-12-20 09:54:37
20251003-00190-a789793b|Bloodhorn Huntress|1|Dark|[Onifolk]|10|4|0|{}|[{"name":"Grim Reap","energy_cost":2,"effect":"Destroy 1 opponent Set (face-down) monster or 1 opponent Level 0 monster."}]|pictures/bloodhorn.png|2025-12-20 09:55:05
20250914-00071-7270b669|Angel Diva|0|Wind|[Angel]|5|2|1.2|{"responsive_attribute":"(Once per turn) When the opponent attacks: negate that attack."}|[]|pictures/bird_singer.png|2025-12-20 09:55:32
20250927-00189-01a21d8b|Angel of Judgment|0|Light|[Angel]|3|6|0|{}|[{"name":"Foretell","energy_cost":1,"effect":"Look at the top 4 cards of the opponent’s deck."}]|pictures/judge.png|2025-12-20 09:55:40
20250927-00186-99624322|Thunder Succubus|0|Thunder|[Demon]|6|3|0.5|{"responsive_attribute":"When a monster we control (including this card) is destroyed: inflict 7 damage to the opponent."}|[]|pictures/lightning_demon.png|2025-12-20 09:55:54
20250927-00184-712c3331|Tomb Wraith|0|Poison|[Demon]|0|5|1.5|{"normal_attribute":"During our Summon phase, we may Normal Summon from our discard instead of from hand."}|[]|pictures/reborn_demon.png|2025-12-20 09:56:12
20250914-00083-a616e3ef|Castle Brickman|2|Rock|[Rockfolk] A ruin-born golem.|10|10|0|{}|[]|pictures/castle_man.png|2025-12-20 09:56:33
20250926-00179-1d4ea4d7|Shield Spirit|0|Metal|[Spirit]|0|8|0.5|{"responsive_attribute":"Once per turn, if this card would be destroyed by battle: prevent that battle destruction."}|[]|pictures/shield_gost.png|2025-12-20 09:56:43
20251128-00247-81b84e11|Holy Sword Spirit|0|Metal|[Spirit]|7|2|1|{"normal_attribute":"Cannot be destroyed by card effects."}|[]|pictures/sword_gost.png|2025-12-20 09:56:47
20251128-00248-010af9f9|Holy Crown Spirit|1|Metal|[Spirit]|2|2|3|{"responsive_attribute":"If this card would be destroyed: discard 1 card to negate that destruction."}|[{"name":"Scry","energy_cost":0,"effect":"Look at the top card of our deck."}]|pictures/crown_gost.png|2025-12-20 09:56:52
20250914-00026-6108261f|Hammer Knight|1|Metal|[Beastfolk] A gentle orc who likes living with humans.|7|9|0|{}|[]|pictures/hard_knight.png|2025-12-20 09:57:13
20251122-00243-2567e1b9|Greatwing Knight|0|Fire|[Birdfolk] A rare Birdfolk branch living hidden among humans.|6|4|0|{}|[]|pictures/wing_knight.png|2025-12-20 09:57:22
20251003-00192-b7c9f1fd|Control Automaton|0|Thunder|[Machine]|4|0|2|{}|[{"name":"Control","energy_cost":1,"effect":"Destroy this card; take control of 1 opponent monster and move it to our field."}]|pictures/control.png|2025-12-20 09:59:11
20251122-00244-ffd94bf9|Stonebrick Beetle|0|Rock|[Insect] An insect found only in stone castles.|3|7|0|{}|[]|pictures/castle_insect.png|2025-12-20 08:24:50
20251220-00295-91be3e02|Whitebrick Beetle|0|Rock|[Insect] A rare stonebrick beetle seen only in white castles.|3|6|0.5|{}|[{"name":"Chalk","energy_cost":0,"effect":"Opponent loses 2 Faith."}]|pictures/rock_insect.png|2025-12-20 08:25:23
20251222-00307-0c1591c6|Liu Bei|1|Fire|【Human】|8|5|0|{"responsive_attribute":"When we draw extra cards: Faith +7."}|[{"name":"Rally","energy_cost":0,"effect":"【Focus】1 allied monster makes 1 additional attack this turn."},{"name":"Grace","energy_cost":3,"effect":"【Attack】ATK +10. After dealing battle damage: this card gains DEF equal to that damage until the end of opponent’s turn."}]|pictures/liubei.png|2025-12-21 21:40:59
20251222-00308-6c3942f3|Guan Yu|1|Gold|【Human】|9|5|0|{"normal_attribute":"Once per turn: discard 1 Prophecy card; this card may attack 1 additional time this turn."}|[{"name":"Solo Ride","energy_cost":3,"effect":"【Attack】Attack each opponent monster once."}]|pictures/guanyu.png|2025-12-21 22:20:29
20251222-00309-365ec6ac|Zhang Fei|0|Earth|【Human】|0|4|1|{"normal_attribute":"This card’s number of attacks each turn equals the number of opponent monsters. Each time it attacks: DEF +1 (stacks)."}|[{"name":"Guard","energy_cost":1,"effect":"Choose another monster on the field; both it and this card gain DEF +3."},{"name":"Fury","energy_cost":5,"effect":"(Only if this card’s DEF > 9) Enter 【Berserk】: cannot use skills, attributes are disabled, ATK/DEF become 15/15 until the end of your next turn."}]|pictures/zhangfei.png|2025-12-21 22:21:02
20251224-00337-3d002fe1|Gypsum Knight|0|Rock|【Rockfolk】|3|5|0.5|{"normal_attribute":"While we control another monster, this card cannot be chosen as an attack target."}|[{"name":"Imprint","energy_cost":0,"effect":"【Attack】If another allied monster has used an 【Attack】 skill this turn, this skill becomes a copy of that effect."}]|pictures/rockknight.png|2025-12-24 20:39:54
20251224-00333-833edb7d|Stone Buddha Sprite|0|Rock|【Statuekind】|1|4|0.5|{"normal_attribute":"All opponent monsters get ATK -1.","responsive_attribute":"When opponent draws extra cards: this card gains DEF +10 until the end of opponent’s turn (stacks)."}|[{"name":"Buddha Fist","energy_cost":2,"effect":"【Attack】ATK +15; battle damage is halved."}]|pictures/rockbudda.png|2025-12-24 22:08:25
20251224-00319-6c004bd7|Dian Wei|0|Fire|【Human】|6|2|0.5|{}|[{"name":"Charge","energy_cost":0,"effect":"【Attack】Pay Faith 5 (or destroy 1 of your Continuous/Equip cards); battle damage +10."},{"name":"Bloodlust","energy_cost":1,"effect":"【Attack】Ignore all attack restrictions and target-redirect effects; cleanse this card’s negative buffs; during damage calculation use the target’s original DEF."}]|pictures/dianwei.png|2025-12-25 10:26:27
20251224-00321-366dd067|Xiahou Dun|0|Earth|【Human】|6|2|0.5|{"responsive_attribute":"If this card would be destroyed by battle: 50% chance you may discard 2 cards to negate that attack."}|[{"name":"Shield","energy_cost":0,"effect":"Gain a 【Shield】 of DEF +5 until the end of opponent’s turn."}]|pictures/xiahou.png|2025-12-25 11:08:17
20251224-00318-a5a88bcc|Sima Yi|1|Dark|【Human】|4|6|0.5|{"normal_attribute":"Cannot be destroyed by Prophecy card effects.","responsive_attribute":"When a probability or card-type check would occur: you may discard 1 card to choose the outcome."}|[{"name":"Shadow","energy_cost":1,"effect":"(50% chance) Destroy 1 opponent Set card."}]|pictures/simayi.png|2025-12-25 11:22:25
20251223-00311-b04d9674|Kongming|1|Wind|【Human】|4|3|1.5|{"normal_attribute":"While we have no cards in hand, this card cannot be destroyed."}|[{"name":"Stargaze","energy_cost":0,"effect":"Draw cards equal to the number of our monsters, then place any of them on top or bottom of the deck in any order."},{"name":"East Wind","energy_cost":3,"effect":"【Attack】ATK becomes 15. After destroying a monster by battle: this card gains +2 Mana."}]|pictures/kongming.png|2025-12-26 00:31:46
20251224-00335-1ede288c|Pebble Knight|0|Rock|【Rockfolk】|7|6|0.5|{"normal_attribute":"Whenever this card declares an attack: deal 3 battle damage to the opponent.","responsive_attribute":"When this card is destroyed: opponent draws 2 cards; we gain +1 Mana."}|[]|pictures/eggrock.png|2025-12-26 09:00:20
